 s_acctbal |       s_name       |  n_name   | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               
   1072.26 | Supplier#000002594 | INDONESIA |     27589 | Manufacturer#3            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1072.26 | Supplier#000002594 | INDONESIA |     27589 | Manufacturer#3            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1072.26 | Supplier#000002594 | INDONESIA |     27589 | Manufacturer#3            | BJdtygY30B7X6fqO4iCQukCWuseKiUkdTKC9aIhe | 19-468-860-7708 | sly slow depths cajole fluffily. final acco
   1062.49 | Supplier#000001538 | Nation5   |     44025 | Manufacturer#5            | pB38h5flEq7qC7sFqTYjhMuFvJxoRc6eY        | 15-344-384-1691 | hely sly ideas according to th
   1062.49 | Supplier#000001538 | Nation5   |     44025 | Manufacturer#5            | pB38h5flEq7qC7sFqTYjhMuFvJxoRc6eY        | 15-344-384-1691 | hely sly ideas according to th
   1054.90 | Supplier#000004448 | CHINA     |     36938 | Manufacturer#4            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca
   1054.90 | Supplier#000004448 | CHINA     |     36938 | Manufacturer#4            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca
   1054.90 | Supplier#000004448 | CHINA     |    171930 | Manufacturer#1            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca
   1054.90 | Supplier#000004448 | CHINA     |    171930 | Manufacturer#1            | B,,tc9ChgqLrV0DLAaM7BEWj0cPzlNivt        | 28-528-132-9840 | en dependencies. even instructions ca
   1051.15 | Supplier#000008399 | JAPAN     |    150853 | Manufacturer#3            | 0kw6rk0zf9zgzMhwTcyGeJ6AyTug8Z,Xp        | 22-815-494-2565 | es wake. sometimes even packages cajole. foxes sleep carefully regular, silent platelet
   1051.15 | Supplier#000008399 | JAPAN     |    150853 | Manufacturer#3            | 0kw6rk0zf9zgzMhwTcyGeJ6AyTug8Z,Xp        | 22-815-494-2565 | es wake. sometimes even packages cajole. foxes sleep carefully regular, silent platelet
   1050.76 | Supplier#000004990 | CHINA     |    137450 | Manufacturer#4            | MgrvPgsfLD4Z2CkrORXppETrXWsYT            | 28-360-531-4238 | ole about the unusual theodolites. requests wake slyly ironic, final multipliers. carefully even f
   1050.76 | Supplier#000004990 | CHINA     |    137450 | Manufacturer#4            | MgrvPgsfLD4Z2CkrORXppETrXWsYT            | 28-360-531-4238 | ole about the unusual theodolites. requests wake slyly ironic, final multipliers. carefully even f
   1033.10 | Supplier#000000349 | Nation13  |     15346 | Manufacturer#2            | 21Sp51XIZ9vTChQBWv0CA1o1P,26clhjR        | 23-532-708-7267 | lithe packages. carefully final accounts on the carefully final accounts sleep slyly 
   1033.10 | Supplier#000000349 | Nation13  |     15346 | Manufacturer#2            | 21Sp51XIZ9vTChQBWv0CA1o1P,26clhjR        | 23-532-708-7267 | lithe packages. carefully final accounts on the carefully final accounts sleep slyly 
   1022.15 | Supplier#000003629 | CHINA     |    101118 | Manufacturer#5            | fco32LPL55pLFoH0                         | 28-780-309-4610 | above the dinos. furiously ironic packages affix slyly furiously ironic deposits. car
   1022.15 | Supplier#000003629 | CHINA     |    101118 | Manufacturer#5            | fco32LPL55pLFoH0                         | 28-780-309-4610 | above the dinos. furiously ironic packages affix slyly furiously ironic deposits. car
   1018.79 | Supplier#000001550 | Nation5   |    106529 | Manufacturer#5            | WbdqrA NXZqJz4e74                        | 15-207-965-2975 | after the even platelets. final ideas wake about the care
   1018.79 | Supplier#000001550 | Nation5   |    106529 | Manufacturer#5            | WbdqrA NXZqJz4e74                        | 15-207-965-2975 | after the even platelets. final ideas wake about the care
   1012.73 | Supplier#000005099 | JAPAN     |    140070 | Manufacturer#2            | kAzKSYipEE1wYMQmewdjxnl9,npiaH           | 22-251-188-1058 | egular packages haggle carefully slowly brave requests. unusual ideas about th
   1012.73 | Supplier#000005099 | JAPAN     |    140070 | Manufacturer#2            | kAzKSYipEE1wYMQmewdjxnl9,npiaH           | 22-251-188-1058 | egular packages haggle carefully slowly brave requests. unusual ideas about th
    985.97 | Supplier#000002375 | CHINA     |    157344 | Manufacturer#2            | pP4gyVgnxG22m 6pAIlNeHQQzujH             | 28-885-378-7547 | ly final requests. quickly express ideas ha
    985.97 | Supplier#000002375 | CHINA     |    157344 | Manufacturer#2            | pP4gyVgnxG22m 6pAIlNeHQQzujH             | 28-885-378-7547 | ly final requests. quickly express ideas ha
    957.53 | Supplier#000005215 | Nation6   |    142700 | Manufacturer#5            | IFKN5IkO3h                               | 16-921-861-7733 | hely above the bold instructions. reque
    957.53 | Supplier#000005215 | Nation6   |    142700 | Manufacturer#5            | IFKN5IkO3h                               | 16-921-861-7733 | hely above the bold instructions. reque
    934.67 | Supplier#000005297 | INDONESIA |    122784 | Manufacturer#3            | nkq6 NFnEfhdy6                           | 19-119-739-1447 | lets. final, bold foxes are blithely at the accounts. slyly final accounts wake. furiously even noto
    934.67 | Supplier#000005297 | INDONESIA |    122784 | Manufacturer#3            | nkq6 NFnEfhdy6                           | 19-119-739-1447 | lets. final, bold foxes are blithely at the accounts. slyly final accounts wake. furiously even noto
    934.67 | Supplier#000005297 | INDONESIA |    122784 | Manufacturer#3            | nkq6 NFnEfhdy6                           | 19-119-739-1447 | lets. final, bold foxes are blithely at the accounts. slyly final accounts wake. furiously even noto
    934.67 | Supplier#000005297 | INDONESIA |    122784 | Manufacturer#3            | nkq6 NFnEfhdy6                           | 19-119-739-1447 | lets. final, bold foxes are blithely at the accounts. slyly final accounts wake. furiously even noto
    914.43 | Supplier#000002858 | Nation5   |    130344 | Manufacturer#4            | O kR3oe7lJ5pdsFx0N0mZ3 cCVrdikn,n6       | 15-284-893-1446 | ully regular excuses cajole slyly regular packages. even theodolites affix furiously packages. b
    914.43 | Supplier#000002858 | Nation5   |    130344 | Manufacturer#4            | O kR3oe7lJ5pdsFx0N0mZ3 cCVrdikn,n6       | 15-284-893-1446 | ully regular excuses cajole slyly regular packages. even theodolites affix furiously packages. b
    899.00 | Supplier#000005820 | INDIA     |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc
    899.00 | Supplier#000005820 | INDIA     |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc
    899.00 | Supplier#000005820 | INDIA     |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc
    899.00 | Supplier#000005820 | INDIA     |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc
    899.00 | Supplier#000005820 | Nation8   |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc
    899.00 | Supplier#000005820 | Nation8   |    148277 | Manufacturer#2            | xKuv0Q0e2blJSIOCOB4                      | 18-608-713-5736 | thely within the furiously ironic deposits. quickly ironic acc
    889.08 | Supplier#000008284 | INDONESIA |     48283 | Manufacturer#2            | agYEWUArk7a Sp6                          | 19-421-597-7278 | c, ironic asymptotes. stealthy requests boost. regular ideas affix 
    889.08 | Supplier#000008284 | INDONESIA |     48283 | Manufacturer#2            | agYEWUArk7a Sp6                          | 19-421-597-7278 | c, ironic asymptotes. stealthy requests boost. regular ideas affix 
    889.08 | Supplier#000008284 | INDONESIA |     48283 | Manufacturer#2            | agYEWUArk7a Sp6                          | 19-421-597-7278 | c, ironic asymptotes. stealthy requests boost. regular ideas affix 
    889.08 | Supplier#000008284 | INDONESIA |     48283 | Manufacturer#2            | agYEWUArk7a Sp6                          | 19-421-597-7278 | c, ironic asymptotes. stealthy requests boost. regular ideas affix 
    863.84 | Supplier#000008531 | Nation5   |     83514 | Manufacturer#5            | qTCTjmpcMVoihJcsOJYaYd2epCZsDPtsYhGSl    | 15-901-206-1728 | p regular, final requests! blith
    863.84 | Supplier#000008531 | Nation5   |     83514 | Manufacturer#5            | qTCTjmpcMVoihJcsOJYaYd2epCZsDPtsYhGSl    | 15-901-206-1728 | p regular, final requests! blith
    863.84 | Supplier#000008531 | Nation5   |     91003 | Manufacturer#5            | qTCTjmpcMVoihJcsOJYaYd2epCZsDPtsYhGSl    | 15-901-206-1728 | p regular, final requests! blith
    863.84 | Supplier#000008531 | Nation5   |     91003 | Manufacturer#5            | qTCTjmpcMVoihJcsOJYaYd2epCZsDPtsYhGSl    | 15-901-206-1728 | p regular, final requests! blith
    842.29 | Supplier#000003744 | Nation13  |     43743 | Manufacturer#5            | 0v5NnczcZxJBGhk2t1iKDiHWABdcHuQM4WBz     | 23-208-541-5988 | e furiously. blithely final packag
    842.29 | Supplier#000003744 | Nation13  |     43743 | Manufacturer#5            | 0v5NnczcZxJBGhk2t1iKDiHWABdcHuQM4WBz     | 23-208-541-5988 | e furiously. blithely final packag
    806.57 | Supplier#000009098 | CHINA     |     46593 | Manufacturer#3            | O0dbLkI96ePTovMDZH0FZ9KzuTLv             | 28-339-166-6923 | onic requests after the special dolphins boost bravely even foxes. ironic asymptotes are sly
    806.57 | Supplier#000009098 | CHINA     |     46593 | Manufacturer#3            | O0dbLkI96ePTovMDZH0FZ9KzuTLv             | 28-339-166-6923 | onic requests after the special dolphins boost bravely even foxes. ironic asymptotes are sly
    716.20 | Supplier#000001670 | Nation14  |    181669 | Manufacturer#2            | mQibb3TPZ2mrBK0                          | 24-170-743-2189 | ully around the instructions. blithely unusual dolphins are slyly even, u
    716.20 | Supplier#000001670 | Nation14  |    181669 | Manufacturer#2            | mQibb3TPZ2mrBK0                          | 24-170-743-2189 | ully around the instructions. blithely unusual dolphins are slyly even, u
    684.35 | Supplier#000005966 | INDIA     |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost
    684.35 | Supplier#000005966 | INDIA     |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost
    684.35 | Supplier#000005966 | INDIA     |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost
    684.35 | Supplier#000005966 | INDIA     |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost
    684.35 | Supplier#000005966 | Nation8   |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost
    684.35 | Supplier#000005966 | Nation8   |     48453 | Manufacturer#3            | SuFErYNcjqywl5DncfjhV8OViSqBbfnYlmKS     | 18-561-292-3628 | gouts. instructions boost
    679.62 | Supplier#000009024 | Nation13  |    149023 | Manufacturer#5            | rxNd8I3zet                               | 23-418-146-3758 | es. deposits across the slyly bold packages 
    679.62 | Supplier#000009024 | Nation13  |    149023 | Manufacturer#5            | rxNd8I3zet                               | 23-418-146-3758 | es. deposits across the slyly bold packages 
    667.58 | Supplier#000007081 | Nation13  |     92062 | Manufacturer#2            | nqyAPCRSKI1jzPRN                         | 23-965-234-1242 | refully regular accounts hang carefully instead of the regular accou
    667.58 | Supplier#000007081 | Nation13  |     92062 | Manufacturer#2            | nqyAPCRSKI1jzPRN                         | 23-965-234-1242 | refully regular accounts hang carefully instead of the regular accou
    640.06 | Supplier#000004882 | Nation21  |     24881 | Manufacturer#2            | e,V Bo1KZEt                              | 31-537-780-2105 | uiet accounts after the ironic, pending theodolites sleep carefully ironic packages. ironic pac
    640.06 | Supplier#000004882 | Nation21  |     24881 | Manufacturer#2            | e,V Bo1KZEt                              | 31-537-780-2105 | uiet accounts after the ironic, pending theodolites sleep carefully ironic packages. ironic pac
    640.06 | Supplier#000004882 | VIETNAM   |     24881 | Manufacturer#2            | e,V Bo1KZEt                              | 31-537-780-2105 | uiet accounts after the ironic, pending theodolites sleep carefully ironic packages. ironic pac
    640.06 | Supplier#000004882 | VIETNAM   |     24881 | Manufacturer#2            | e,V Bo1KZEt                              | 31-537-780-2105 | uiet accounts after the ironic, pending theodolites sleep carefully ironic packages. ironic pac
    599.44 | Supplier#000002777 | Nation13  |    165228 | Manufacturer#4            | DC 0LAoxgBs VJX4                         | 23-800-817-4822 | s. finally express deposits cajole across the ironic packages. furi
    599.44 | Supplier#000002777 | Nation13  |    165228 | Manufacturer#4            | DC 0LAoxgBs VJX4                         | 23-800-817-4822 | s. finally express deposits cajole across the ironic packages. furi
    596.75 | Supplier#000002317 | Nation13  |     44804 | Manufacturer#2            | qsqEhtdmvi0qz1BJ00UxYJUM,KkpL94          | 23-583-194-5524 | thely unusual warthogs doubt according to the furiously silent 
    596.75 | Supplier#000002317 | Nation13  |     44804 | Manufacturer#2            | qsqEhtdmvi0qz1BJ00UxYJUM,KkpL94          | 23-583-194-5524 | thely unusual warthogs doubt according to the furiously silent 
    567.67 | Supplier#000002141 | Nation13  |    134601 | Manufacturer#2            | Bi0LDu9ismJcMx                           | 23-109-935-2681 | integrate blithely slyly final packages. blithely express foxes de
    567.67 | Supplier#000002141 | Nation13  |    134601 | Manufacturer#2            | Bi0LDu9ismJcMx                           | 23-109-935-2681 | integrate blithely slyly final packages. blithely express foxes de
    533.78 | Supplier#000005764 | INDIA     |     28257 | Manufacturer#3            | VoAeTqnKXYmAEVpZy                        | 18-242-175-8608 | ounts. blithely special hockey players cajole. furiously even depos
